,,,,,,,,,,,,,,,,,,,,,,,0-120 seconds,121-300 seconds,301-600 seconds,601-1800 seconds,1801-3600 seconds,3601-65535 seconds,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,0-20m,21-40m,41-80m,81-200m,201-500m,501-4095m,51-70m,71-90m,91-110m,111-4095m,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,Underwater Percentage,Dive Count,Average Dive Duration,Dive Duration Standard Deviation,Maximum Dive Duration,Maximum Dive Depth,Duration Limit 1 Dive Count,Duration Limit 2 Dive Count,Duration Limit 3 Dive Count,Duration Limit 4 Dive Count,Duration Limit 5 Dive Count,Duration Limit 6 Dive Count,Layer 1 Percentage,Layer 2 Percentage,Layer 3 Percentage,Layer 4 Percentage,Layer 5 Percentage,Layer 6 Percentage,Layer 7 Percentage,Layer 8 Percentage,Layer 9 Percentage,Layer 10 Percentage,Layer 1 Dive Count,Layer 2 Dive Count,Layer 3 Dive Count,Layer 4 Dive Count,Layer 5 Dive Count,Layer 6 Dive Count,Layer 7 Dive Count,Layer 8 Dive Count,Layer 9 Dive Count,Layer 10 Dive Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Saltwater Failsafe,Iridium Command,Schedule Set,Diagnostic Dive Data,Predeployment Data,Error
2020.07.23 22:08:41,2020.07.23 22:00:00,,,,2020.07.23 22:08:41,Resolved QFP,37.944805,16.088684,33S,4200250,595657,-100,,3.9,0x08001190,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.23 22:22:50,2020.07.23 22:22:50,2,37.95562,16.10175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.23 22:22:50,1,No,,No,,,855 855 844 14 7 0 0 1,No,
2020.07.23 22:43:52,2020.07.23 22:30:00,,,,2020.07.23 22:43:52,Resolved QFP,37.945008,16.089962,33S,4200274,595769,16,,1.3,0x280051D0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.23 23:00:59,2020.07.23 23:00:00,,,,2020.07.23 23:00:59,Resolved QFP,37.944891,16.090162,33S,4200261,595786,20,,1.1,0x28015150,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.23 23:21:49,2020.07.23 23:21:49,3,37.93332,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.23 23:21:49,1,,,,,,,,
2020.07.23 23:40:28,2020.07.23 23:30:00,,,,2020.07.23 23:40:28,Resolved QFP,37.944605,16.090607,33S,4200230,595826,14,,1,0x28855050,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 00:00:00,2020.07.23 22:00:00,,,,,,,,,,,,,,,,0.94141,11,651,,,9,,,,,,,0.23828,0.69922,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,6,5,0,0,0,0,0,0,0,0,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 00:00:00,2020.07.24 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 00:03:11,2020.07.24 00:00:00,,,,2020.07.24 00:03:11,Resolved QFP,37.94394,16.091021,33S,4200156,595863,19,,1.4,0x28854010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 00:30:08,2020.07.24 00:30:00,,,,2020.07.24 00:30:08,Resolved QFP,37.94377,16.091019,33S,4200137,595863,17,,1.3,0x288D4800,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 01:03:35,2020.07.24 01:00:00,,,,2020.07.24 01:03:35,Resolved QFP,37.944254,16.089056,33S,4200189,595690,11,,2.3,0x288D4000,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 02:00:00,2020.07.24 00:00:00,,,,,,,,,,,,,,,,0.84766,51,118,,,9,,,,,,,0.37891,0.44141,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,46,6,0,0,0,0,0,0,0,0,,,2020.07.24 02:00:15,1,,,,,Primary,,No,
2020.07.24 02:00:07,2020.07.24 02:00:00,,,,2020.07.24 02:00:07,Resolved QFP,37.947388,16.088236,33S,4200536,595614,30,,1,0x09851820,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 02:00:15,2020.07.24 02:00:15,20,37.92102,16.14548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.24 02:00:15,1,No,,No,,,0 0 24 6 0 0 0 0,No,
2020.07.24 02:43:18,2020.07.24 02:30:00,,,,2020.07.24 02:43:18,Resolved QFP,37.946922,16.088874,33S,4200485,595671,13,,1.2,0x01855A00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 03:02:58,2020.07.24 03:00:00,,,,2020.07.24 03:02:58,Resolved QFP,37.946646,16.089785,33S,4200455,595751,5,,1.1,0x01855822,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 03:41:31,2020.07.24 03:30:00,,,,2020.07.24 03:41:31,Resolved QFP,37.946184,16.090588,33S,4200405,595822,5,,0.9,0x91844822,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 04:00:00,2020.07.24 02:00:00,,,,,,,,,,,,,,,,0.90234,27,224,,,7,,,,,,,0.65234,0.23047,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,24,2,0,0,0,0,0,0,0,0,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 04:13:09,2020.07.24 04:00:00,,,,2020.07.24 04:13:09,Resolved QFP,37.945925,16.091203,33S,4200377,595876,12,,1.3,0x91800822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 04:41:50,2020.07.24 04:30:00,,,,2020.07.24 04:41:50,Resolved QFP,37.945862,16.091037,33S,4200370,595862,8,,1.2,0x91800822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 05:00:44,2020.07.24 05:00:00,,,,2020.07.24 05:00:44,Resolved QFP,37.945696,16.09132,33S,4200351,595887,-23,,1.8,0xD1000822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 05:53:04,2020.07.24 05:30:00,,,,2020.07.24 05:53:04,Resolved QFP (Uncertain),37.945975,16.091298,33S,4200382,595885,9,,1.1,0xD0820002,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 06:00:00,2020.07.24 04:00:00,,,,,,,,,,,,,,,,0.94922,12,621,,,9,,,,,,,0.05859,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,3,9,0,0,0,0,0,0,0,0,,,2020.07.24 09:04:04,1,,,,,Primary,,No,
2020.07.24 06:25:43,2020.07.24 06:00:00,,,,2020.07.24 06:25:43,Resolved QFP (Uncertain),37.946437,16.093594,33S,4200436,596086,-2,,1.4,0xD0020802,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 07:00:50,2020.07.24 07:00:00,,,,2020.07.24 07:00:50,Resolved QFP,37.945612,16.095403,33S,4200346,596246,12,,1.9,0x53020002,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 07:46:00,2020.07.24 07:30:00,,,,2020.07.24 07:46:00,Resolved QFP,37.944765,16.092431,33S,4200249,595986,10,,1.1,0x53120010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 08:00:00,2020.07.24 06:00:00,,,,,,,,,,,,,,,,0.94922,20,304,,,13,,,,,,,0.11328,0.57422,0.24609,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,14,3,3,0,0,0,0,0,0,0,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 08:09:47,2020.07.24 08:00:00,,,,2020.07.24 08:09:47,Resolved QFP,37.944599,16.09218,33S,4200231,595964,15,,1.4,0x541A0000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 08:34:38,2020.07.24 08:30:00,,,,2020.07.24 08:34:38,Resolved QFP,37.944798,16.092377,33S,4200253,595981,16,,0.9,0x57188200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 09:04:04,2020.07.24 09:04:04,8,37.9963,16.01422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.24 09:04:04,1,No,,No,,,5954 1489 1661 13 0 0 0 4,No,
2020.07.24 09:04:10,2020.07.24 09:00:00,,,,2020.07.24 09:04:10,Resolved QFP,37.944817,16.092776,33S,4200255,596016,4,,1,0x541A8200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 09:32:52,2020.07.24 09:30:00,,,,2020.07.24 09:32:52,Resolved QFP,37.944977,16.093106,33S,4200274,596045,11,,1.4,0x161AC200,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 10:00:00,2020.07.24 08:00:00,,,,,,,,,,,,,,,,0.94141,4,1506,,,11,,,,,,,0.01953,0.91797,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0,4,0,0,0,0,0,0,0,0,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 10:00:35,2020.07.24 10:00:00,,,,2020.07.24 10:00:35,Resolved QFP,37.945503,16.093297,33S,4200332,596061,9,,1.6,0x161A0200,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.24 10:51:15,1,,,,,Primary,,No,
2020.07.24 10:51:05,2020.07.24 10:30:00,,,,2020.07.24 10:51:05,Resolved QFP,37.946192,16.093647,33S,4200409,596091,11,,1.4,0x060A4680,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 10:51:15,2020.07.24 10:51:15,2,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.24 10:51:15,1,No,,No,,,0 0 1433 4 0 0 0 0,No,
2020.07.24 11:31:27,2020.07.24 11:30:00,,,,2020.07.24 11:31:27,Resolved QFP,37.949846,16.092203,33S,4200813,595959,-8,,3.5,0x04120680,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 12:00:00,2020.07.24 10:00:00,,,,,,,,,,,,,,,,0.94141,60,137,,,11,,,,,,,0.50391,0.39453,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,56,4,0,0,0,0,0,0,0,0,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 12:00:00,2020.07.24 12:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 13:32:15,2020.07.24 13:30:00,,,,2020.07.24 13:32:15,Resolved QFP,37.953567,16.099394,33S,4201233,596586,-8,,2.4,0x84300680,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 14:00:00,2020.07.24 12:00:00,,,,,,,,,,,,,,,,0.98047,43,157,,,9,,,,,,,0.53516,0.41016,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,41,2,0,0,0,0,0,0,0,0,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 14:12:15,2020.07.24 14:00:00,,,,2020.07.24 14:12:15,Resolved QFP,37.953731,16.099456,33S,4201251,596591,18,,1.8,0x8C200685,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 14:35:27,2020.07.24 14:30:00,,,,2020.07.24 14:35:27,Resolved QFP,37.953865,16.09944,33S,4201266,596590,-29,,1.7,0x44300489,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 15:00:25,2020.07.24 15:00:00,,,,2020.07.24 15:00:25,Resolved QFP,37.954251,16.099066,33S,4201309,596556,70,,3.6,0x88200405,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 16:00:00,2020.07.24 14:00:00,,,,,,,,,,,,,,,,0.93359,9,779,,,11,,,,,,,0.04297,0.76172,0.12109,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0,8,1,0,0,0,0,0,0,0,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 16:41:47,2020.07.24 16:30:00,,,,2020.07.24 16:41:47,Resolved QFP,37.954778,16.100114,33S,4201368,596648,12,,1,0x4025052D,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:56,1,,,,,Primary,,No,
2020.07.24 17:00:37,2020.07.24 17:00:00,,,,2020.07.24 17:00:37,Resolved QFP,37.954918,16.101544,33S,4201385,596773,14,,1,0x4025052D,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 17:45:31,2020.07.24 17:30:00,,,,2020.07.24 17:45:31,Resolved QFP,37.953742,16.101905,33S,4201255,596807,14,,0.8,0x4025016D,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 18:00:00,2020.07.24 16:00:00,,,,,,,,,,,,,,,,0.94141,24,251,,,13,,,,,,,0.22266,0.31641,0.37891,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,15,6,3,0,0,0,0,0,0,0,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 18:27:57,2020.07.24 18:27:57,4,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.24 18:27:57,1,,,,,,,,Incomplete Transfer
2020.07.24 18:28:39,2020.07.24 18:00:00,,,,2020.07.24 18:28:39,Resolved QFP,37.953717,16.101067,33S,4201252,596733,11,,0.9,0x0225816F,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 19:06:50,2020.07.24 19:00:00,,,,2020.07.24 19:06:50,Succeeded,37.955012,16.095137,33S,4201389,596210,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 19:30:07,2020.07.24 19:30:00,,,,2020.07.24 19:30:07,Resolved QFP,37.955085,16.095049,33S,4201397,596202,2,,1,0x2000816E,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 20:00:00,2020.07.24 18:00:00,,,,,,,,,,,,,,,,0.51953,39,115,,,11,,,,,,,0.25391,0.04297,0.19141,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,36,2,2,0,0,0,0,0,0,0,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 20:00:08,2020.07.24 20:00:00,,,,2020.07.24 20:00:08,Resolved QFP,37.955142,16.095012,33S,4201403,596199,4,,1.3,0x2000817A,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 20:30:08,2020.07.24 20:30:00,,,,2020.07.24 20:30:08,Resolved QFP,37.955198,16.094964,33S,4201410,596195,11,,0.9,0x2800817A,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 21:00:09,2020.07.24 21:00:00,,,,2020.07.24 21:00:09,Resolved QFP,37.955168,16.094995,33S,4201406,596198,11,,1,0x2800117A,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:49,1,,,,,Primary,,No,
2020.07.24 21:30:08,2020.07.24 21:30:00,,,,2020.07.24 21:30:08,Resolved QFP,37.955032,16.095164,33S,4201391,596213,44,,0.9,0x280011F2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.24 22:00:00,2020.07.24 20:00:00,,,,,,,,,,,,,,,,0.14453,21,50,,,5,,,,,,,0.13672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,21,0,0,0,0,0,0,0,0,0,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.24 22:00:10,2020.07.24 22:00:00,,,,2020.07.24 22:00:10,Resolved QFP,37.953417,16.093509,33S,4201210,596069,21,,1,0x280011D2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.24 22:30:09,2020.07.24 22:30:00,,,,2020.07.24 22:30:09,Resolved QFP,37.953447,16.093406,33S,4201214,596060,16,,1.3,0x280051D0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.24 23:00:08,2020.07.24 23:00:00,,,,2020.07.24 23:00:08,Resolved QFP,37.953484,16.093404,33S,4201218,596060,28,,1.1,0x280151D0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.24 23:30:11,2020.07.24 23:30:00,,,,2020.07.24 23:30:11,Resolved QFP,37.953588,16.093604,33S,4201229,596077,20,,2.2,0x28855040,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 00:00:00,2020.07.24 22:00:00,,,,,,,,,,,,,,,,0.00391,0,0,,,1,,,,,,,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0,0,0,0,0,0,0,0,0,0,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 00:00:00,2020.07.25 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 00:00:06,2020.07.25 00:00:00,,,,2020.07.25 00:00:06,Resolved QFP,37.95355,16.093515,33S,4201225,596070,15,,1.6,0x28855010,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 00:39:12,2020.07.25 00:30:00,,,,2020.07.25 00:39:12,Resolved QFP,37.951186,16.092234,33S,4200962,595960,39,,1.8,0x280D1000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 01:09:57,2020.07.25 01:00:00,,,,2020.07.25 01:09:57,Resolved QFP,37.950648,16.091879,33S,4200902,595930,55,,2.9,0x28885000,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 01:34:02,2020.07.25 01:30:00,,,,2020.07.25 01:34:02,Resolved QFP,37.949799,16.09186,33S,4200807,595929,-10,,1.9,0x080D5A00,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 02:26:43,1,,,,,Primary,,No,
2020.07.25 02:00:00,2020.07.25 00:00:00,,,,,,,,,,,,,,,,0.91016,38,173,,,5,,,,,,,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,38,0,0,0,0,0,0,0,0,0,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 02:03:46,2020.07.25 02:00:00,,,,2020.07.25 02:03:46,Resolved QFP,37.94522,16.090343,33S,4200298,595802,-37,,2.1,0x090D0200,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 02:26:43,2020.07.25 02:26:43,4,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.25 02:26:43,1,No,,No,,,5589 699 469 26 4 0 1 7,No,
2020.07.25 02:26:49,2020.07.25 02:26:49,4,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.25 02:26:49,1,No,,No,,,0 0 469 0 0 0 0 0,No,
2020.07.25 02:26:56,2020.07.25 02:26:56,4,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.25 02:26:56,1,No,,No,,,0 0 469 0 0 0 0 0,No,
2020.07.25 02:43:49,2020.07.25 02:30:00,,,,2020.07.25 02:43:49,Resolved QFP,37.938955,16.087753,33S,4199600,595582,8,,3,0x01850822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 03:14:33,2020.07.25 03:00:00,,,,2020.07.25 03:14:33,Resolved QFP,37.938763,16.08776,33S,4199579,595583,6,,1.3,0x91850022,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 03:30:09,2020.07.25 03:30:00,,,,2020.07.25 03:30:09,Resolved QFP,37.938864,16.087577,33S,4199590,595567,8,,0.9,0x91854020,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 04:00:00,2020.07.25 02:00:00,,,,,,,,,,,,,,,,0.94922,21,321,,,15,,,,,,,0.16797,0.08203,0.68359,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,12,3,5,0,0,0,0,0,0,0,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 04:16:35,2020.07.25 04:00:00,,,,2020.07.25 04:16:35,Resolved QFP,37.938434,16.087618,33S,4199542,595571,23,,2.1,0x91040822,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 04:38:40,2020.07.25 04:30:00,,,,2020.07.25 04:38:40,Resolved QFP,37.939101,16.087503,33S,4199616,595560,11,,1.4,0xD1800022,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 05:04:52,2020.07.25 05:00:00,,,,2020.07.25 05:04:52,Resolved QFP,37.939017,16.087178,33S,4199606,595532,6,,1.5,0xD1800822,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 05:41:50,2020.07.25 05:30:00,,,,2020.07.25 05:41:50,Resolved QFP,37.938801,16.087479,33S,4199582,595558,5,,1.3,0xD1820800,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 06:00:00,2020.07.25 04:00:00,,,,,,,,,,,,,,,,0.96484,7,901,,,13,,,,,,,0.02734,0.04297,0.88672,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0,0,7,0,0,0,0,0,0,0,,,2020.07.25 06:02:58,1,,,,,Primary,,No,
2020.07.25 06:02:48,2020.07.25 06:00:00,,,,2020.07.25 06:02:48,Resolved QFP,37.938757,16.087402,33S,4199578,595552,-7,,5.9,0x51020802,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
2020.07.25 06:02:58,2020.07.25 06:02:58,6,37.96175,16.05798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hit,2020.07.25 06:02:58,1,No,,No,,,0 0 1212 8 0 0 0 0,No,
2020.07.25 06:47:57,2020.07.25 06:30:00,,,,2020.07.25 06:47:57,Resolved QFP,37.938698,16.087331,33S,4199571,595546,3,,1.6,0x51020812,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
2020.07.25 07:12:32,2020.07.25 07:00:00,,,,2020.07.25 07:12:32,Resolved QFP,37.93886,16.087248,33S,4199589,595538,6,,1,0x531A0810,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
2020.07.25 07:52:30,2020.07.25 07:30:00,,,,2020.07.25 07:52:30,Resolved QFP,37.938724,16.087128,33S,4199574,595528,11,,0.9,0x531A8010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
2020.07.25 08:00:00,2020.07.25 06:00:00,,,,,,,,,,,,,,,,0.94922,6,1261,,,13,,,,,,,0.02734,0.06641,0.85547,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0.00391,0,0,6,0,0,0,0,0,0,0,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
2020.07.25 08:25:18,2020.07.25 08:00:00,,,,2020.07.25 08:25:18,Resolved QFP,37.938545,16.087344,33S,4199554,595547,12,,0.7,0x571A8210,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.07.25 10:38:02,1,,,,,Primary,,No,
